address,points
0x8a060fd74e73ac0d41ae294e11249a76ceb18b7c,2
0xbbda94c23d4d5ba3e593cdc3eb41177ee07e1e92,11
0x3657d9aaa6c3334ce926e8e05b70ad7ed6328a06,2
0x2f7efa461a9fcab3787a6a48d0ea2d1b3aad9a33,2
0xe6d5c8a8c9e8a6da489bedf01c1f59a3ffa3b03c,1
0x7537d9fb9ad65b115b4f6671d1b4d671426bf61b,2
0x02400a76f49e99287102f4af45c8b009b39ccf08,3
0x361288d09fc85bce98a6238c496ab13d191c1f19,1
0x257ba1b07ab3d42e65fccb4b576cc0ec4b8c0366,1
0x6a36ed113053e108d475a3dc6d9077bebd7aa551,1
0xb2886abbc5ed27bc5ac1161b80feb35da86a1bdb,1
0x7472985ca70aea33f7d43e8dcced3f83180edc6b,2
0xe760d4542dbaec25e09873b7baaf4f04343367f4,1
0xa6e30ff5b656dd446f2266b476f8e5bda60e78c8,1
0xc41749ac564bc8938bcd701213129ff4f45ada4a,2
0x3d773229198aebde2c2170b05ef0fff2245abc2e,5
0x9de0451903c4e62483ad1d0e6ba22901119b9e66,4
0xeca35c5332cc4ea6feb295152928c80ea7d56b97,6
0xd8d73969caeddb6b313c43168544ec802b65db37,8
0x1abfa3d823f9f8d85af33622046d3b7f66262670,2
0xe7f6e856c3219d4a7db412373f626898ddef37ce,2
0x1cb4a3f0574fbfb2efdc92584370b2e5c4e2d822,2
0x2a3259aa426114a735c87875727a7f2e34e3126b,1
0xd26add804263769087e33c20b22fcaefa7f2124a,3
0x02b97920ad13215f92cc9ac71c60e7244d8ac972,1
0xeb4ac560582b724d9a64eb8c23a800ac9e564bc2,1
0x9b8ea336d85bc94371ed5e6179899f76d17be083,1
0x075277d7ac056cc14be2e80111b41ab2f2addab2,1
0x7c240e71179a954236b568a4b7f7079d927016d6,1
0x80ecb8e45ac52dd2caeb32ff5b34eecd6a2882ce,3
0x243546a735e5834717137ad02198cbe23db6288e,4
0xc7d10f410193cbc8ca649f9706b0593a5ceb3eb8,1
0xe170160ca832c22d6e0f177a082a6b41897347ab,1
0x6a16f2c885160b380e8b83af84cee7ad05e53c37,1
0x2aba720279afe8330090f0d009daaa010ae1505c,1
0x10fe788f92896e2d0e6f043ef3f30feabd9cdebf,1
0xa853814ed7ae6942bb7cc5fd7c251b63d87c3907,1
0x740d00ef69f12888bf1700f1c6c5ce102dc471c8,1
0xf23e478c9c3047768ce4539d686bafa9661a9e3c,11
0x3d9d2dcda156cbd3054986428b8e8394d7d72d6b,1
0xecc97f4cb311f0bd831ab286ef60e14526605cb0,1
0x06e75bef1f919be9c35db536cdaf2bffe93ba348,2
0x38cd1abf5b6b5d8d9771be13bda150ed5d22e20c,4
0x36a353c2d200ef7871e1db7441d214d5d83839b5,11
0x6d217ae5d7702ca449ade0dec159f3c3fe8f1c08,1
0x2172eb5764677168a3fc0939fb6fcbef133e5f01,3
0x28182cb84e7573c335098cfc43fd78c135a07d87,2
0x475b261ad8e1dd8fdfdc957dd861dd450b02d2a4,5
0x4a57081d22042b922bcd4292c645895ff72f8a58,4
0x4777fbe84b5c4a98ffadb839cf85f31f2b64d763,4
0x066d1669c8fe5ef659ed707b9ed37d57191a676c,6
0xd7f8ddbafa5891c6521ddced805211c6200384f4,9
0x489cb4889cddad71f226577ec7e658ccaa476dfd,5
0xd8019dd675ddc7e16aa312fe17142f8353eefbbc,1
0x1f6121b4fcbdd634d88ce4f9f1cd95a2137aa6cc,1
0xd960871dcaa73751579594afae0e850ba0804c29,6
0x57d9f565ee542639e6d3ed2d9018cc581f36846e,6
0xcef7f726a3974d728b0d0ddcc13c78d8af509bf6,4
0x06d712fe4935d3aa947869e394d3e80c35d199f6,1
0xf2f1c5858a7c9a33a86189c1f8c91be176d889f0,2
0x6d41fa83df27ede7f4f58a72d715b70b1c352ad9,1
0x31bf167c290a2ff20455704d8edaf9af6b66646c,2
0x702f6f332b59daf2f8b37ca4178c5b9df60a022a,1
0x2884243bc261a8ff908f4a932b51552e687eb97c,1
0x83d164c84f55547f1b96fb828bbc7340d27a000e,6
0xd56c563fca7c22ff0ea97cb0d8a5ae4ddaca64b4,4
0x8cfb598dad268e95ac449ace1752120a2de77b49,1
0xf1f55c5142ac402a2b6573fb051a307f455be9be,1
0x9997e502d002506541dd05264d717d0d6afbb673,4
0x7b9ce795316eae5d756ad38bfc21c6c53b38a277,2
0x88dc371c6722a63fdcfb9c990c34764b4607095a,2
0xa5d999858867135d4f5a7a37e605d91301d55621,1
0xf7193d8ef899286ef7ccedc3fab9916be55a0d16,2
0x816321ba095e72ff92136071ba816e100fd94c12,2
0x8905140ae460562f753a55758568c2a80ab0df23,3
0x9826fece40802a5999d2ea4148ee81bb2a7f303a,4
0x5658af4666d2c072bd3d745c3f5b7af8a3800b18,1
0xc337310653d3f1c469aca0c5ce650262d896178a,2
0x6db36d6ba56e4dbd282a9a500a72f2e965729911,1
0xb50c5608f29673eaca68ef75f9736600ebecf0f1,2
0x1f45d5d161cdc751df14b6347d179a8f73ca927b,1
0xe0c96e9d4c4e536bbc82b4c3f1a7ac72bd41744b,4
0xc3309d9a3b62ca62a635d1f344f6678ff68a06ae,6
0xe17bda11e148f8e6a2e38fccafe45cbf3f85d9f7,3
0x202c04c962353b3cba46d1bdc7e2bf63351c5000,8
0xdf5ad5a87fceaacb1ecef40e8e61c42c92339a10,5
0xb2e1f150b4bfd3a43df5825cbfaa3c6c36531cac,4
0x1c17d5fef0e5a4e79c63163c43d3f07d7a156742,3
0x8d5f4f9a9558bceaf169d3f2f296b04515e6af1c,2
0x5b2022d1edc629420d33bbf1d2b986d130ef669f,5
0xb9d94a3b9b7281ed261005407c9edd72f0a9c54e,4
0x451a998640dc53a695ffcba7e886ae2de72f7bdb,6
0x79cce34b707cf15b47308290fe69f6193f030a5c,1
0xd749a274d85040ea4ecbdb670505a7679070cf4b,11
0xad782c30559239d6d64c20321843c7ad4567d5cd,1
0x632f8b12e340651105957dfcc8c17359c4a16f50,8
0x85d10d3c539bc4bbe13fd1631fa09d14e742eb71,3
0x7ea34e1656994c0d78536c46c7682a6285fefec6,1
0xd7022181e57473f7e7d3242c14a42cd04abf4f7d,3
0x62740a4f0ac5814b1300feec8b0069343efda1f6,2
0x0a7bd0550012e2d91b54fc649941c7f4cfc35d91,1
0xdd7ee7e92ff7675965d08385ec7279448f17e80b,9
0xbb54a1260a44d862523b8dc7682b5ebe36839bc8,1
0xb240937de3e192353723de321811ef98c43f33c2,11
